, REGION, PROVINCE, LGU NAME, LGU TYPE, CURRENT OPERATING INCOME,,,,,,,,,,,,,,,,,,, TOTAL CURRENT OPERATING EXPENDITURES,,,,,,,,, NET OPERATING INCOME/ (LOSS) FROM CURRENT OPERATIONS, NON-INCOME RECEIPTS,,,,,,,,, NON-OPERATING EXPENDITURES,,,,,,,,, NET INCREASE/ (DECREASE) IN FUNDS," ADD: CASH BALANCE, BEGINNING", FUND/ CASH AVAILABLE, Less: Payment of Prior Year/s Accounts Payable, CONTINUING  APPROPRIATION," FUND/ CASH BALANCE, END"
,,,,, LOCAL SOURCES,,,,,,,,,,,, EXTERNAL SOURCES,,,,, TOTAL CURRENT OPERATING INCOME, GENERAL PUBLIC SERVICES,SOCIAL SERVICES,,,,,,ECONOMIC SERVICES, DEBT SERVICE (Interest Expense & Other Charges), TOTAL CURRENT OPERATING EXPENDITURES,, CAPITAL/ INVESTMENT RECEIPTS,,,, RECEIPTS FROM LOANS AND BORROWINGS,,, Other Non-Income Receipts, TOTAL NON-INCOME RECEIPTS, CAPITAL/ INVESTMENT EXPENDITURES,,,, DEBT SERVICE (Principal Cost),,, Other Non-Operating Expenditures, TOTAL NON-OPERATING EXPENDITURES,,,,,,
,,,,, TAX REVENUE,,,,,, NON-TAX REVENUE,,,,, TOTAL LOCAL SOURCES, National Tax Allotment, Other Shares from National Tax Collection, Inter-Local Transfers, Extraordinary Receipts/ Grants/ Donations/ Aids, TOTAL EXTERNAL SOURCES,,,,,,,,,,,,, Proceeds from Sale of Assets, Proceeds from Sale of Debt Securities of Other Entities, Collection of Loans Receivables, TOTAL CAPITAL/INVESTMENT RECEIPTS, Acquisition of Loans, Issuance of Bonds, TOTAL RECEIPTS FROM LOANS AND BORROWINGS,,, Purchase/ Construct of Property Plant and Equipment  (Assets/ Capital Outlay), Purchase of Debt Securities of Other Entities (Investment Outlay), Grant/ Make Loan to Other Entities (Investment Outlay), TOTAL CAPITAL/ INVESTMENT EXPENDITURES, Payment of Loan Amortization, Retirement/ Redemption of Bonds/ Debt Securities, TOTAL DEBT SERVICE (Principal Cost),,,,,,,,
,,,,, Real Property Tax,,, Tax on Business, Other Taxes, Total Tax Revenue, Regulatory Fees, Service/ User Charges, Receipts from Economic Enterprises, Other Receipts, Total Non-Tax Revenue,,,,,,,,," Education, Culture & Sports/ Manpower Development"," Health, Nutrition & Population Control", Labor and Employment, Housing and Community Development, Social Services and Social Welfare, TOTAL SOCIAL SERVICES,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,, General Fund, Special Education Fund, Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Region V,Albay,Tabaco City,City,19.61,28.02,47.63,54.12,5.45,107.20,13.48,24.69,27.67,2.09,67.93,175.13,803.60,0.83,0.00,0.00,804.42,979.56,307.02,27.04,59.01,0.00,0.00,57.66,143.71,102.63,16.69,570.04,409.51,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.56,0.56,197.82,0.00,0.00,197.82,0.00,0.00,0.00,2.53,200.35,209.73,"1,516.63","1,726.35",105.21,279.66,"1,341.48"
,Region VI,Negros Occidental,Bacolod City,City,368.62,319.57,688.18,573.57,63.41,"1,325.15",144.66,65.24,22.85,33.89,266.65,"1,591.80","1,892.06",66.30,0.00,0.00,"1,958.36","3,550.16","1,649.21",254.71,223.61,1.48,16.37,124.51,620.68,174.80,130.20,"2,574.88",975.28,17.57,0.00,0.00,17.57,0.00,0.00,0.00,0.00,17.57,343.09,0.00,0.00,343.09,29.17,0.00,29.17,0.00,372.26,620.58,"2,583.29","3,203.87",206.83,351.66,"2,645.38"
,Region VI,Negros Occidental,Bago City,City,12.37,8.94,21.31,51.19,6.74,79.24,17.57,69.55,0.00,4.99,92.11,171.35,"1,279.12",0.00,13.86,0.00,"1,292.98","1,464.33",513.25,98.24,233.31,0.00,0.00,97.83,429.37,189.40,10.19,"1,142.22",322.11,0.00,0.00,0.00,0.00,5.58,0.00,5.58,3.81,9.38,193.25,0.00,0.00,193.25,21.42,0.00,21.42,38.24,252.92,78.58,412.91,491.49,26.87,94.88,369.74
,Region VI,Negros Occidental,Cadiz City,City,97.06,99.10,196.16,47.87,5.68,249.71,20.37,20.00,10.30,4.34,55.01,304.71,"1,363.55",0.00,0.00,0.00,"1,363.55","1,668.26",862.82,49.70,119.79,0.00,0.00,83.47,252.97,113.00,27.48,"1,256.26",412.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.88,0.88,287.83,0.00,0.00,287.83,66.89,0.00,66.89,0.00,354.72,58.16,584.47,642.62,50.30,130.36,461.96
,Region VI,Negros Occidental,Escalante City,City,10.11,14.44,24.55,25.04,3.29,52.89,4.19,15.97,20.54,1.50,42.19,95.08,799.83,0.15,65.36,0.00,865.34,960.42,420.11,31.85,154.39,0.00,6.64,24.22,217.09,66.89,31.44,735.54,224.88,0.00,0.00,0.00,0.00,3.24,0.00,3.24,49.05,52.29,42.63,0.00,0.00,42.63,73.28,0.00,73.28,51.99,167.90,109.27,370.80,480.07,38.10,55.50,386.48
,Region VI,Negros Occidental,Himamaylan City,City,5.73,8.19,13.92,14.47,1.64,30.02,3.66,6.74,0.00,0.16,10.56,40.59,"1,067.49",0.15,0.00,0.00,"1,067.64","1,108.23",322.06,53.02,63.95,4.08,3.05,222.70,346.80,80.31,29.09,778.26,329.97,0.00,0.00,0.00,0.00,40.37,0.00,40.37,0.00,40.37,211.31,0.00,0.00,211.31,21.10,0.00,21.10,104.85,337.25,33.08,499.51,532.59,24.71,149.51,358.38
,Region VI,Iloilo,Iloilo City,City,"1,044.23",631.80,"1,676.03",969.24,208.86,"2,854.13",142.10,222.47,100.07,22.55,487.18,"3,341.31","1,453.19",0.00,0.00,1.07,"1,454.26","4,795.57","1,735.00",213.81,242.09,0.00,215.22,189.79,860.91,309.28,60.64,"2,965.82","1,829.75",0.00,0.00,0.00,0.00,416.22,0.00,416.22,0.00,416.22,235.86,0.00,0.00,235.86,119.56,0.00,119.56,0.00,355.43,"1,890.54","4,545.15","6,435.69","1,174.35",511.10,"4,750.24"
,Region VI,Negros Occidental,Kabankalan City,City,7.08,10.11,17.19,79.21,5.78,102.18,10.87,3.76,27.45,2.58,44.65,146.84,"1,677.63",0.04,0.00,55.00,"1,732.68","1,879.51",559.00,57.09,132.74,0.99,0.00,236.67,427.48,119.27,0.00,"1,105.76",773.76,0.43,0.00,0.75,1.18,0.00,0.00,0.00,3.12,4.31,70.62,0.00,0.00,70.62,0.00,0.00,0.00,92.69,163.31,614.75,"2,381.54","2,996.29",231.61,594.47,"2,170.21"
,Region VI,Negros Occidental,La Carlota City,City,70.21,49.49,119.69,34.47,2.50,156.66,9.73,14.66,0.00,1.94,26.33,182.99,662.87,1.19,19.37,0.14,683.57,866.56,408.00,44.12,57.53,3.71,0.00,53.49,158.85,80.91,2.33,650.09,216.47,0.83,0.00,1.20,2.03,0.00,0.00,0.00,2.97,4.99,127.30,0.00,0.00,127.30,6.94,0.00,6.94,39.78,174.03,47.44,357.18,404.62,31.94,52.39,320.29
,Region VI,Iloilo,Passi City,City,20.33,29.04,49.37,39.05,4.83,93.25,4.40,21.37,59.85,0.25,85.87,179.11,858.41,0.00,0.00,50.39,908.80,"1,087.91",349.84,74.16,86.58,3.19,104.57,53.01,321.51,165.31,0.00,836.66,251.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,191.02,0.00,0.00,191.02,0.00,0.00,0.00,0.00,191.02,60.23,439.69,499.92,168.97,0.00,330.96
,Region VI,Capiz,Roxas City,City,35.33,35.54,70.87,251.62,19.74,342.24,25.53,13.06,71.65,5.56,115.81,458.05,861.29,0.00,0.00,0.00,861.29,"1,319.33",447.36,57.73,72.62,0.00,0.76,200.91,332.02,263.54,0.00,"1,042.92",276.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,24.87,24.87,275.20,0.00,0.00,275.20,0.00,0.00,0.00,0.00,275.20,26.08,"1,502.08","1,528.16",56.72,211.58,"1,259.86"
,Region VI,Negros Occidental,Sagay City,City,13.74,19.63,33.38,37.75,3.74,74.86,14.50,74.22,31.76,4.16,124.63,199.50,"1,093.77",0.42,22.00,0.00,"1,116.19","1,315.69",538.03,17.36,157.78,0.00,0.00,9.86,185.00,160.24,52.85,936.11,379.58,0.00,0.00,0.00,0.00,276.12,0.00,276.12,96.51,372.63,401.30,0.00,0.00,401.30,49.08,0.00,49.08,153.01,603.39,148.81,392.24,541.05,63.27,105.61,372.17
,Region VI,Negros Occidental,San Carlos City,City,40.22,43.16,83.38,77.57,7.90,168.85,11.81,17.66,362.35,14.80,406.62,575.47,"1,212.17",1.26,0.00,9.27,"1,222.70","1,798.17",459.14,33.78,83.34,4.08,47.58,92.78,261.55,449.33,0.00,"1,170.02",628.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,135.26,135.26,233.11,0.00,0.00,233.11,0.00,0.00,0.00,190.67,423.78,339.63,"1,133.98","1,473.62",95.89,143.87,"1,233.85"
,Region VI,Negros Occidental,Silay City,City,34.51,49.30,83.81,82.27,8.62,174.71,18.41,19.87,0.00,1.18,39.46,214.17,904.88,0.11,0.00,0.00,905.00,"1,119.17",649.50,43.90,45.14,0.00,0.00,194.20,283.24,93.09,15.26,"1,041.09",78.08,0.00,0.00,0.01,0.01,201.96,0.00,201.96,7.08,209.04,229.08,0.00,0.00,229.08,31.30,0.00,31.30,88.07,348.45,-61.33,218.21,156.88,16.21,34.34,106.33
,Region VI,Negros Occidental,Sipalay City,City,4.42,6.31,10.73,10.15,1.62,22.50,5.48,12.39,0.00,0.45,18.32,40.82,985.65,0.07,0.00,0.00,985.72,"1,026.53",428.66,27.64,111.86,0.00,0.96,60.61,201.07,122.08,20.65,772.45,254.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,2.33,2.33,191.75,0.00,0.00,191.75,29.95,0.00,29.95,0.00,221.70,34.71,31.94,66.65,6.04,11.53,49.09
,Region VI,Negros Occidental,Talisay City,City,61.64,88.06,149.69,62.67,13.61,225.97,9.20,13.58,0.00,0.80,23.58,249.55,839.16,1.95,0.00,0.00,841.11,"1,090.66",372.56,100.81,98.93,0.00,8.33,89.93,298.00,102.49,13.05,786.10,304.56,0.00,0.00,0.00,0.00,69.30,0.00,69.30,9.39,78.69,110.44,0.00,0.00,110.44,3.56,0.00,3.56,0.00,114.01,269.24,747.93,"1,017.17",280.70,130.56,605.91
,Region VI,Negros Occidental,Victorias City,City,12.15,17.36,29.52,57.24,3.65,90.41,12.61,14.68,30.23,1.10,58.62,149.02,711.08,0.01,0.00,0.00,711.09,860.11,342.04,43.39,61.66,0.00,10.37,186.07,301.49,86.58,4.93,735.04,125.07,1.21,0.00,0.32,1.53,0.00,0.00,0.00,87.44,88.97,102.52,0.00,0.00,102.52,16.98,0.00,16.98,122.37,241.87,-27.84,692.04,664.20,103.47,56.48,504.26
,Region VII,Negros Oriental,Bais City,City,20.26,20.14,40.40,24.56,2.55,67.51,4.84,2.09,15.56,5.56,28.05,95.56,935.40,0.37,34.10,2.04,971.92,"1,067.48",240.89,10.15,68.99,1.03,0.00,42.42,122.59,87.73,20.47,471.68,595.80,0.00,0.00,0.00,0.00,244.04,0.00,244.04,21.66,265.69,89.22,0.00,0.00,89.22,0.00,0.00,0.00,293.25,382.47,479.02,"1,973.81","2,452.83",74.99,188.17,"2,189.67"
,Region VII,Negros Oriental,Bayawan City,City,10.81,15.04,25.85,41.89,5.37,73.11,10.69,15.72,12.61,7.66,46.68,119.79,"1,506.31",0.00,0.00,0.01,"1,506.31","1,626.10",651.81,10.13,81.66,0.00,0.00,75.93,167.72,298.79,39.92,"1,158.25",467.85,0.00,0.00,0.00,0.00,37.50,0.00,37.50,83.75,121.25,220.11,0.00,0.00,220.11,51.43,0.00,51.43,120.68,392.22,196.88,"1,444.87","1,641.75",362.13,461.10,818.52
,Region VII,Cebu,Bogo City,City,6.09,8.65,14.74,44.25,6.96,65.95,14.68,20.97,54.47,0.18,90.30,156.26,669.47,0.00,0.00,0.00,669.47,825.73,414.65,17.17,29.80,0.00,0.00,24.50,71.46,95.12,12.63,593.86,231.86,0.00,0.00,0.00,0.00,133.45,0.00,133.45,0.00,133.45,127.81,0.00,0.00,127.81,25.65,0.00,25.65,18.29,171.75,193.56,216.35,409.90,108.52,132.33,169.05
,Region VII,Negros Oriental,Canlaon City,City,4.24,3.89,8.12,11.96,1.20,21.28,5.69,10.97,12.34,2.59,31.58,52.86,688.28,0.00,16.04,4.50,708.82,761.68,295.88,4.62,29.45,0.00,0.00,33.89,67.95,51.28,0.67,415.78,345.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.88,26.88,90.63,0.00,0.00,90.63,5.12,0.00,5.12,196.71,292.46,80.32,516.81,597.13,26.39,68.78,501.96
,Region VII,Cebu,Carcar City,City,6.87,9.81,16.68,85.84,6.21,108.74,18.58,10.42,48.42,1.42,78.84,187.57,793.04,0.13,0.00,0.00,793.17,980.74,352.32,14.84,37.06,0.00,0.00,17.22,69.12,64.83,28.42,514.69,466.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,17.07,17.07,6.81,0.00,0.00,6.81,71.74,0.00,71.74,146.22,224.78,258.34,"1,435.54","1,693.88",75.28,173.57,"1,445.03"
,Region VII,Cebu,Cebu City,City,666.85,476.33,"1,143.18","2,389.23",434.42,"3,966.83",291.74,"1,342.15",0.00,304.36,"1,938.25","5,905.07","2,900.89",374.88,0.00,0.00,"3,275.78","9,180.85","4,856.69",381.29,798.58,0.00,542.10,360.72,"2,082.69",367.27,0.00,"7,306.65","1,874.20",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,5.82,0.00,0.00,5.82,0.00,0.00,0.00,0.00,5.82,"1,868.38","8,379.65","10,248.03","4,714.13",771.50,"4,762.40"
,Region VII,Cebu,Danao City,City,26.47,37.82,64.30,92.25,22.01,178.55,15.38,13.55,95.55,5.47,129.95,308.50,825.44,52.47,0.00,0.00,877.91,"1,186.41",519.99,7.81,102.12,3.86,0.00,69.35,183.14,253.24,18.13,974.50,211.91,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.20,0.00,0.00,172.20,58.29,0.00,58.29,0.00,230.49,-18.57,756.42,737.85,65.37,65.20,607.28
,Region VII,Negros Oriental,Dumaguete City,City,40.78,41.79,82.57,238.56,31.97,353.10,64.79,17.12,51.91,11.28,145.10,498.20,681.52,28.22,0.00,0.00,709.75,"1,207.94",403.13,39.50,50.09,0.00,0.00,64.42,154.00,112.70,0.00,669.83,538.11,0.00,0.00,0.18,0.18,0.00,0.00,0.00,55.70,55.88,120.19,0.00,0.00,120.19,0.00,0.00,0.00,139.06,259.25,334.74,"1,824.66","2,159.40",64.25,188.06,"1,907.09"
,Region VII,Negros Oriental,Guihulngan City,City,2.20,3.14,5.34,11.01,1.66,18.01,2.74,30.26,0.00,0.57,33.57,51.58,"1,064.55",0.00,16.92,0.00,"1,081.47","1,133.05",352.91,4.60,46.20,0.00,0.00,116.22,167.02,99.69,40.83,660.45,472.60,0.00,0.00,0.00,0.00,76.49,0.00,76.49,4.70,81.19,164.38,0.00,0.00,164.38,5.83,0.00,5.83,244.09,414.29,139.50,"1,183.72","1,323.22",165.64,106.77,"1,050.80"
,Region VII,Cebu,Lapu-Lapu City,City,289.34,251.62,540.96,"1,078.40",134.14,"1,753.50",122.54,160.27,33.39,85.33,401.52,"2,155.02","1,527.27",238.07,0.00,0.00,"1,765.34","3,920.36","1,434.38",130.83,524.49,0.00,14.00,532.15,"1,201.48",268.13,0.00,"2,903.99","1,016.37",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,88.16,0.00,0.00,88.16,0.46,0.00,0.46,0.00,88.62,927.75,"3,625.79","4,553.54",410.23,511.68,"3,631.64"
,Region VII,Cebu,Mandaue City,City,284.34,310.07,594.41,"1,469.60",138.20,"2,202.21",122.50,58.66,123.00,16.08,320.23,"2,522.44","1,186.11",0.79,57.33,6.67,"1,250.90","3,773.35",465.31,274.50,61.37,4.31,58.82,355.58,754.58,"1,239.26",0.00,"2,459.15","1,314.19",0.00,0.00,0.00,0.00,73.61,0.00,73.61,22.39,96.00,230.60,0.00,0.00,230.60,0.00,0.00,0.00,548.95,779.55,630.65,"3,461.02","4,091.67",532.09,388.71,"3,170.86"
,Region VII,Cebu,Naga City,City,70.43,100.61,171.04,196.74,9.17,376.96,24.99,33.18,31.37,22.98,112.51,489.46,766.79,3.69,1.56,7.86,779.90,"1,269.36",540.36,79.45,96.72,0.00,0.00,86.90,263.07,54.64,5.88,863.95,405.42,0.00,0.00,0.00,0.00,0.00,0.00,0.00,42.67,42.67,231.74,0.00,0.00,231.74,24.62,0.00,24.62,171.45,427.81,20.27,"1,248.66","1,268.93",16.72,116.10,"1,136.11"
,Region VII,Bohol,Tagbilaran City,City,48.02,57.72,105.74,317.26,17.65,440.66,22.47,73.08,80.19,30.42,206.16,646.82,619.94,0.54,0.00,0.00,620.48,"1,267.30",496.86,128.36,78.63,0.00,0.00,87.63,294.62,131.26,0.00,922.74,344.56,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,172.13,0.00,0.00,172.13,0.00,0.00,0.00,9.09,181.22,163.34,574.27,737.61,168.82,124.36,444.43
,Region VII,Cebu,Talisay City,City,67.77,96.82,164.59,313.00,33.22,510.81,13.19,24.83,47.34,8.24,93.60,604.41,978.42,3.40,0.00,0.00,981.82,"1,586.23",355.52,101.68,28.82,70.71,60.07,374.06,635.33,160.38,0.00,"1,151.24",434.99,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,164.80,0.00,0.00,164.80,0.00,0.00,0.00,125.62,290.42,144.57,262.79,407.37,0.00,222.26,185.10
,Region VII,Negros Oriental,Tanjay City,City,4.48,5.20,9.68,23.03,2.19,34.89,3.92,14.24,0.00,0.87,19.03,53.92,875.96,0.00,114.22,0.00,990.18,"1,044.10",469.22,5.40,42.55,0.00,0.00,41.77,89.72,68.24,20.50,647.69,396.41,0.00,0.00,0.00,0.00,0.00,0.00,0.00,7.50,7.50,113.78,0.00,0.00,113.78,15.12,0.00,15.12,116.53,245.44,158.47,713.09,871.56,141.21,173.05,557.31
,Region VII,Cebu,Toledo City,City,230.63,164.81,395.44,373.90,8.39,777.72,22.95,13.74,56.51,1.96,95.17,872.89,"1,078.94",0.24,4.99,0.00,"1,084.17","1,957.06",901.74,37.37,32.87,0.00,4.85,19.01,94.09,125.33,25.42,"1,146.58",810.48,0.00,0.00,0.00,0.00,16.44,0.00,16.44,28.80,45.24,38.97,0.00,0.00,38.97,55.70,0.00,55.70,264.47,359.13,496.59,"2,676.70","3,173.29",276.16,152.92,"2,744.21"
,Region VIII,Leyte,Baybay City,City,17.37,16.92,34.30,68.55,2.71,105.55,13.37,167.06,76.13,2.72,259.27,364.83,"1,175.58",1.20,0.00,0.00,"1,176.77","1,541.60",321.09,16.40,141.96,0.00,0.00,71.04,229.41,98.21,0.00,648.70,892.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,89.04,89.04,347.02,0.00,0.00,347.02,0.00,0.00,0.00,335.11,682.13,299.80,"1,363.82","1,663.62",119.07,51.62,"1,492.94"
,Region VIII,Eastern Samar,Borongan City,City,4.46,6.37,10.82,41.35,1.63,53.80,9.81,45.17,0.00,2.05,57.03,110.82,"1,106.22",0.29,2.37,0.26,"1,109.14","1,219.96",442.32,12.92,64.02,1.78,7.35,129.79,215.86,107.10,0.00,765.29,454.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,14.94,14.94,254.41,0.00,0.00,254.41,0.00,0.00,0.00,0.00,254.41,215.20,449.15,664.35,46.08,5.50,612.77
,Region VIII,Samar,Calbayog City,City,24.37,21.29,45.66,101.89,4.25,151.80,22.65,4.22,15.75,0.61,43.23,195.03,"1,882.28",1.75,0.00,7.50,"1,891.54","2,086.57",875.09,42.61,148.25,0.00,45.44,185.09,421.39,128.84,8.64,"1,433.96",652.61,0.14,0.00,0.00,0.14,0.00,0.00,0.00,13.20,13.33,199.79,0.00,0.00,199.79,39.30,0.00,39.30,9.54,248.63,417.31,678.36,"1,095.67",284.31,199.71,611.65
,Region VIII,Samar,Catbalogan City,City,11.68,11.24,22.92,51.29,3.71,77.92,22.96,28.28,12.38,3.25,66.87,144.79,926.94,0.00,0.00,0.00,926.94,"1,071.74",472.06,27.40,68.39,0.00,0.00,82.13,177.93,162.51,3.77,816.27,255.46,0.00,0.00,0.00,0.00,13.28,0.00,13.28,45.42,58.71,85.70,0.00,0.00,85.70,8.02,0.00,8.02,64.80,158.52,155.64,863.38,"1,019.02",89.33,122.90,806.80
,Region VIII,Southern Leyte,Maasin City,City,6.97,7.83,14.81,62.03,2.56,79.40,10.16,9.49,24.45,2.35,46.45,125.85,804.52,2.44,0.00,0.03,806.99,932.84,187.22,13.29,39.82,0.80,4.26,26.56,84.73,70.87,8.20,351.02,581.82,0.00,0.00,0.00,0.00,37.96,0.00,37.96,452.97,490.93,165.10,0.00,0.00,165.10,11.55,0.00,11.55,620.35,797.01,275.74,"1,792.69","2,068.43",101.07,149.85,"1,817.51"
,Region VIII,Leyte,Ormoc City,City,110.17,79.89,190.06,184.57,17.03,391.66,47.78,59.65,205.26,24.39,337.09,728.74,"1,639.64",17.82,0.00,0.00,"1,657.46","2,386.21",882.35,65.82,109.50,5.55,1.12,189.79,371.78,310.12,0.00,"1,564.26",821.95,0.00,0.00,0.00,0.00,0.00,0.00,0.00,288.36,288.36,510.80,0.00,0.00,510.80,0.00,0.00,0.00,98.99,609.79,500.52,"1,902.66","2,403.19",768.62,85.10,"1,549.47"
,Region VIII,Leyte,Tacloban City,City,104.63,98.26,202.89,323.39,30.41,556.70,90.55,106.99,0.00,5.08,202.61,759.31,"1,160.19",2.60,41.09,0.00,"1,203.89","1,963.20",624.63,69.83,100.47,5.20,9.56,57.11,242.17,130.70,32.74,"1,030.25",932.95,0.00,0.00,0.00,0.00,10.23,0.00,10.23,13.96,24.19,160.95,0.00,0.00,160.95,77.26,0.00,77.26,223.16,461.37,495.77,579.01,"1,074.78",221.55,85.61,767.62
,Region IX,Zamboanga Del Norte,Dapitan City,City,8.08,11.54,19.62,14.01,4.48,38.11,6.17,8.51,0.00,2.22,16.89,55.00,"1,027.96",0.46,0.00,0.00,"1,028.42","1,083.43",642.59,12.42,30.96,3.35,0.00,24.86,71.58,99.05,29.47,842.69,240.73,0.07,0.00,0.00,0.07,371.89,0.00,371.89,29.46,401.42,100.29,0.00,0.00,100.29,46.26,0.00,46.26,44.98,191.53,450.62,134.31,584.93,156.47,310.56,117.90
,Region IX,Zamboanga Del Norte,Dipolog City,City,35.60,25.53,61.13,90.35,11.18,162.66,23.93,28.05,76.10,1.25,129.32,291.98,955.70,0.48,6.30,5.83,968.30,"1,260.28",561.80,34.40,102.21,9.03,7.54,23.07,176.25,118.60,42.37,899.01,361.27,0.00,0.00,0.00,0.00,186.07,0.00,186.07,185.97,372.04,172.86,0.00,0.00,172.86,87.92,0.00,87.92,188.35,449.14,284.17,479.08,763.25,243.96,117.89,401.40
,Region IX,Basilan,Isabela City,City,2.59,3.70,6.29,16.59,3.23,26.11,6.87,8.17,13.31,0.02,28.36,54.47,916.07,0.06,9.15,0.12,925.40,979.88,625.76,6.31,108.21,6.22,0.00,44.58,165.31,75.93,0.00,867.00,112.88,0.00,0.00,0.00,0.00,0.00,0.00,0.00,9.65,9.65,171.05,0.00,0.00,171.05,0.00,0.00,0.00,24.02,195.07,-72.55,498.49,425.95,0.00,82.57,343.38
,Region IX,Zamboanga Del Sur,Pagadian City,City,48.79,37.62,86.41,184.23,17.64,288.28,39.91,28.46,122.56,69.38,260.31,548.58,"1,293.61",1.05,0.00,0.13,"1,294.80","1,843.38",712.08,24.99,55.78,0.00,0.00,45.94,126.71,143.52,21.21,"1,003.52",839.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,355.21,0.00,0.00,355.21,68.23,0.00,68.23,0.00,423.43,416.43,"2,492.54","2,908.97",247.64,395.16,"2,266.17"
,Region IX,Zamboanga Del Sur,Zamboanga City,City,138.32,195.51,333.83,552.81,43.84,930.48,71.29,80.83,83.37,21.18,256.68,"1,187.16","4,335.20",11.82,0.00,0.00,"4,347.03","5,534.19","1,064.47",265.20,437.58,34.26,110.81,538.91,"1,386.76",403.06,0.00,"2,854.29","2,679.90",0.00,0.00,0.00,0.00,0.00,0.00,0.00,161.83,161.83,424.74,0.00,0.00,424.74,0.00,0.00,0.00,0.00,424.74,"2,416.99","8,181.59","10,598.58",782.62,"1,235.24","8,580.71"
,Region X,Misamis Oriental,Cagayan De Oro City,City,407.59,347.48,755.07,"1,616.24",205.95,"2,577.26",278.91,198.18,408.92,0.74,886.75,"3,464.01","2,497.58",79.21,0.00,0.00,"2,576.79","6,040.80","1,497.95",425.37,379.18,18.57,97.86,991.48,"1,912.46","1,143.08",24.48,"4,577.97","1,462.83",0.00,0.00,0.00,0.00,109.68,0.00,109.68,183.03,292.72,"1,300.61",0.00,0.00,"1,300.61",0.00,0.00,0.00,309.22,"1,609.84",145.71,169.57,315.28,116.33,29.44,169.50
,Region X,Misamis Oriental,El Salvador City,City,28.70,40.99,69.69,71.14,8.29,149.12,14.40,54.43,0.00,1.08,69.90,219.02,581.10,95.69,0.00,0.00,676.78,895.80,304.55,65.14,60.48,2.31,2.92,47.75,178.60,168.46,29.23,680.83,214.97,0.00,0.00,0.00,0.00,53.87,0.00,53.87,16.64,70.51,179.72,0.00,0.00,179.72,39.83,0.00,39.83,18.40,237.94,47.53,324.91,372.44,24.82,76.60,271.02
,Region X,Misamis Oriental,Gingoog City,City,22.62,26.20,48.82,73.54,8.65,131.01,6.35,37.48,20.83,1.77,66.43,197.44,"1,370.65",0.03,0.00,0.00,"1,370.69","1,568.13",566.41,83.13,162.23,0.04,0.00,127.36,372.77,276.76,15.63,"1,231.57",336.56,0.00,0.00,0.00,0.00,2.86,0.00,2.86,16.73,19.59,102.92,0.00,0.00,102.92,39.27,0.00,39.27,75.96,218.15,138.00,994.86,"1,132.87",32.59,131.67,968.61
,Region X,Lanao Del Norte,Iligan City,City,144.63,165.70,310.34,286.39,32.90,629.63,35.04,19.31,154.33,3.35,212.03,841.66,"2,190.90",30.30,0.00,0.00,"2,221.20","3,062.86","1,664.88",91.85,122.56,0.00,3.00,109.68,327.10,563.48,2.50,"2,557.96",504.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,99.82,99.82,311.66,0.00,0.00,311.66,51.81,0.00,51.81,64.68,428.15,176.58,"3,449.27","3,625.85",434.00,"1,050.02","2,141.83"
,Region X,Bukidnon,Malaybalay City,City,17.63,25.19,42.83,91.63,9.28,143.74,18.34,21.44,51.68,5.94,97.40,241.14,"2,003.70",0.23,1.86,0.00,"2,005.79","2,246.93","1,360.31",22.31,69.51,0.00,0.00,94.69,186.51,197.76,8.58,"1,753.16",493.77,0.00,0.00,0.00,0.00,0.00,0.00,0.00,71.30,71.30,83.94,0.00,0.00,83.94,30.07,0.00,30.07,13.82,127.83,437.23,"1,740.76","2,177.99",158.29,356.42,"1,663.28"
,Region X,Misamis Occidental,Oroquieta City,City,10.04,12.84,22.88,45.89,3.10,71.87,13.25,9.36,19.01,3.24,44.87,116.74,804.02,0.00,0.00,0.00,804.02,920.76,391.08,14.75,29.32,0.00,0.00,26.94,71.01,164.75,19.76,646.60,274.16,0.00,0.00,0.00,0.00,34.33,0.00,34.33,15.24,49.57,47.50,0.00,0.00,47.50,42.44,0.00,42.44,25.46,115.39,208.33,505.52,713.86,149.14,64.14,500.58
